AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Walkforward5,2.595599,,-0.1596709,0.1340537,0.06639577,0.1527711,0.1864889,-0.4701456,0.0169124,1.400275,0.2478383,-0.1769625,-0.1457565,-0.8448482,0.1874976,0.0444226,0.8355319,-0.11695,0.1036406,-0.1387194
Walkforward5,2.613148,,-0.1622655,0.1320916,0.05590842,0.1564163,0.185588,-0.457553,0.01498319,1.401737,0.2455612,-0.1297295,-0.09810627,-0.524368,0.1822591,-0.0450477,0.6296322,-0.09646043,0.07309318,-0.1138531
Walkforward5,2.63013,,-0.1646542,0.1303114,0.04660614,0.1601167,0.1843333,-0.4454868,0.01308281,1.403067,0.2433069,-0.1194321,-0.0890106,-0.4651139,0.1850225,-0.06273091,0.6033093,-0.09501893,0.06651878,-0.1127139
Walkforward5,2.664185,,-0.1688662,0.1264409,0.02845636,0.1696138,0.1790025,-0.417062,0.00921161,1.405849,0.2380249,-0.2106026,-0.1935229,-0.9074888,0.4748546,-0.2665423,1.421242,-0.1935602,0.1390696,-0.2641007
Walkforward5,2.681236,,-0.1738315,0.1227986,0.01262852,0.1764452,0.1730236,-0.3952568,0.007384426,1.407618,0.2353531,-0.2482623,-0.1821138,-0.7913921,0.3415681,-0.2989434,1.09026,-0.09135921,0.08848906,-0.1335926
Walkforward5,2.698184,,-0.1766223,0.119646,0.003284903,0.1828322,0.1669222,-0.3727331,0.005376206,1.409053,0.2319179,-0.1395419,-0.1576338,-0.4671808,0.3193505,-0.30507,1.126185,-0.100411,0.07175207,-0.1717605
Walkforward5,2.715197,,-0.1791715,0.1167409,-0.005751304,0.1880115,0.1612702,-0.3533588,0.004173485,1.4103,0.2288391,-0.1274623,-0.1452535,-0.4518104,0.2589658,-0.2826028,0.9687141,-0.06013606,0.06232858,-0.1539387
Walkforward5,2.732134,,-0.1815225,0.1138967,-0.01476545,0.1927164,0.1561376,-0.3342246,0.00309159,1.411439,0.2257991,-0.1175493,-0.1422092,-0.4507071,0.2352439,-0.2566308,0.9567082,-0.05409471,0.05697012,-0.1520023
Walkforward5,2.754527,,-0.1849796,0.1101156,-0.02825648,0.1997947,0.1495074,-0.3077427,0.001658674,1.412581,0.2227963,-0.1728527,-0.1890548,-0.6745515,0.3539145,-0.3315099,1.324099,-0.07164584,0.05708337,-0.1501359
Walkforward5,2.771477,,-0.1876861,0.107029,-0.03921,0.2052371,0.1442921,-0.2850699,0.0005986678,1.413365,0.220368,-0.1353256,-0.1543306,-0.5476764,0.2721205,-0.2607636,1.13364,-0.05300029,0.03921986,-0.1214184
Walkforward5,2.805375,,-0.1936659,0.099763,-0.06305514,0.2162143,0.1327922,-0.2286397,-0.001248049,1.414774,0.2145902,-0.2989881,-0.3633,-1.192257,0.5488604,-0.5749956,2.821507,-0.09233583,0.07043481,-0.2888881
Walkforward5,2.822325,,-0.19591,0.09663025,-0.07139498,0.2197253,0.1283814,-0.2044092,-0.001649866,1.415612,0.2116289,-0.1122065,-0.1566377,-0.4169922,0.1755491,-0.2205387,1.211523,-0.02009085,0.04190207,-0.1480654
Walkforward6,0,,-0.201369,0.047617,-0.1712788,0.1313366,0.06094279,-0.1128396,-0.01187734,1.376029,0.2058491,-0.2729483,-2.450662,-4.994191,-4.419434,-3.371931,4.578485,-0.5113738,-1.979178,-0.2889916
Walkforward6,0.03404413,,-0.2020998,0.0438547,-0.1340616,0.135631,0.05975769,-0.1253306,-0.0112184,1.376186,0.2007391,-0.03654286,-0.1881152,1.860862,0.2147198,-0.05925503,-0.6245535,0.03294707,0.007855892,-0.2555005
Walkforward6,0.05102376,,-0.2022406,0.04194361,-0.1140379,0.1379184,0.05849981,-0.1314161,-0.01088389,1.376268,0.1981567,-0.007040054,-0.09555425,1.001185,0.1143694,-0.0628937,-0.3042758,0.0167253,0.004088879,-0.1291193
Walkforward6,0.06801523,,-0.2020621,0.04058964,-0.09344283,0.1402103,0.05712968,-0.1378038,-0.0105791,1.376267,0.1955761,0.008926541,-0.06769877,1.029751,0.1145959,-0.06850641,-0.3193833,0.0152397,-1.192093E-05,-0.1290269
Walkforward6,0.08496446,,-0.2008757,0.03940369,-0.06728407,0.1433692,0.05482262,-0.1473423,-0.01051745,1.376058,0.1929745,0.05931929,-0.05929749,1.307938,0.1579471,-0.1153532,-0.4769251,0.003082538,-0.01049042,-0.1300834
Walkforward6,0.1020148,,-0.1992709,0.03919917,-0.04166359,0.1461529,0.05246776,-0.1566965,-0.01024381,1.375774,0.1904313,0.08023903,-0.01022592,1.281024,0.1391813,-0.1177428,-0.4677117,0.01368211,-0.0141561,-0.1271576
Walkforward6,0.1258505,,-0.1983449,0.03985632,-0.01378595,0.1476792,0.04880232,-0.1665039,-0.007379535,1.375682,0.187416,0.04630163,0.03285762,1.393882,0.07631853,-0.183272,-0.4903674,0.1432136,-0.00462532,-0.1507677
Walkforward6,0.1430109,,-0.1979999,0.04054416,0.004103376,0.1482284,0.04604062,-0.173372,-0.005309547,1.375691,0.185469,0.01724735,0.03439188,0.8944663,0.02745762,-0.138085,-0.343404,0.1034994,0.0004708767,-0.09734556
Walkforward6,0.1600044,,-0.1974214,0.041773,0.02371017,0.1482568,0.04310999,-0.1803647,-0.00329778,1.375654,0.1833666,0.02892464,0.06144196,0.9803399,0.001419336,-0.1465315,-0.3496379,0.1005883,-0.001847744,-0.1051217
Walkforward6,0.1938957,,-0.1895311,0.04465574,0.07062785,0.1533605,0.03834108,-0.1976306,-0.003810998,1.375805,0.1796354,0.3945172,0.1441371,2.345884,0.2551869,-0.2384458,-0.8632943,-0.02566089,0.007528067,-0.186561
Walkforward6,0.2109413,,-0.1842801,0.04640402,0.08966332,0.1560258,0.03671678,-0.2057171,-0.004782702,1.375838,0.1780158,0.2625503,0.08741375,0.9517733,0.1332641,-0.08121505,-0.4043236,-0.0485852,0.00166893,-0.08097738
Walkforward6,0.2279268,,-0.1788187,0.0482277,0.1057314,0.1583817,0.03545323,-0.2132215,-0.005827475,1.37583,0.1764966,0.2730675,0.0911843,0.8034043,0.1177959,-0.0631772,-0.3752194,-0.05223863,-0.0003993511,-0.07596463
Walkforward6,0.244976,,-0.1725007,0.050189,0.1209253,0.1598339,0.03443106,-0.2214149,-0.007006592,1.375853,0.175189,0.3159016,0.0980651,0.7596962,0.07261038,-0.05110893,-0.4096717,-0.05895586,0.001126528,-0.06537586
Walkforward6,0.2619722,,-0.165678,0.05239027,0.1355674,0.1607648,0.03356804,-0.2298895,-0.008237801,1.375868,0.1739989,0.3411375,0.1100635,0.7321026,0.04654601,-0.04315078,-0.4237317,-0.06156042,0.0007390976,-0.05950779
Walkforward6,0.2843639,,-0.1547594,0.0558562,0.1579526,0.1619045,0.03259111,-0.2438127,-0.01053464,1.37597,0.1725078,0.5459301,0.1732964,1.119263,0.05698055,-0.04884638,-0.6961554,-0.114842,0.005120039,-0.074552
Walkforward6,0.3019724,,-0.1456658,0.05907999,0.1754291,0.1626058,0.03201921,-0.2549114,-0.01244301,1.376037,0.1713704,0.4546784,0.1611892,0.873822,0.03506616,-0.02859533,-0.5549356,-0.09541824,0.00333786,-0.05687103
Walkforward6,0.3189248,,-0.1383955,0.06128134,0.1875954,0.1636168,0.03172252,-0.2623323,-0.01405723,1.376288,0.1702421,0.3635123,0.1100678,0.6083168,0.05055293,-0.01483448,-0.3710479,-0.08071107,0.01254678,-0.05641729
Walkforward6,0.3529278,,-0.123883,0.06513831,0.2085646,0.165849,0.03239632,-0.2769915,-0.01732031,1.376819,0.1683754,0.7256284,0.1928484,1.048461,0.1116075,0.03369041,-0.7329583,-0.163154,0.02657175,-0.09333566
Walkforward6,0.3698775,,-0.1165599,0.06675766,0.2177524,0.1671537,0.03346137,-0.2845277,-0.01903387,1.377097,0.1676438,0.3661562,0.08096732,0.4593894,0.06523654,0.05325228,-0.3768086,-0.08567832,0.01387596,-0.03657565
Walkforward6,0.3868263,,-0.1085332,0.06816448,0.2269511,0.1689768,0.03563447,-0.2934029,-0.02108186,1.377369,0.1671498,0.4013304,0.07034093,0.4599333,0.09115487,0.1086548,-0.443764,-0.1023991,0.01360178,-0.02470165
Walkforward6,0.4039038,,-0.1011997,0.06931211,0.234783,0.1705444,0.0379706,-0.3017203,-0.02304384,1.377662,0.1667151,0.3666762,0.05738176,0.3915973,0.07838085,0.1168068,-0.4158676,-0.098099,0.01465678,-0.02173483
Walkforward6,0.4208527,,-0.09570397,0.06879219,0.2372453,0.1716568,0.0405287,-0.307922,-0.02469407,1.378111,0.166522,0.2747875,-0.02599619,0.1231126,0.05562082,0.1279047,-0.3100872,-0.08251164,0.02245307,-0.009653717
Walkforward6,0.4440912,,-0.08981094,0.06725138,0.2378396,0.1724831,0.04421703,-0.3169957,-0.02686794,1.378765,0.1663986,0.2946518,-0.07704012,0.02971664,0.04131496,0.1844168,-0.4536808,-0.1086935,0.03271103,-0.006173551
Walkforward6,0.4610432,,-0.08667583,0.06546032,0.2358674,0.1724891,0.04705656,-0.3240803,-0.02838522,1.379274,0.1664262,0.1567554,-0.089553,-0.09860992,0.0002995133,0.1419766,-0.3542319,-0.07586405,0.02542138,0.001382828
Walkforward6,0.4779912,,-0.08143593,0.06272588,0.2298436,0.1715618,0.05050997,-0.3340849,-0.03083694,1.379975,0.1665165,0.2619952,-0.1367223,-0.3011927,-0.04636571,0.1726706,-0.500229,-0.122586,0.03508329,0.004512072
Walkforward6,0.5118885,,-0.07017495,0.05650213,0.2139944,0.1695668,0.05880905,-0.35434,-0.03725678,1.381549,0.1662534,0.563049,-0.3111875,-0.7924572,-0.09975284,0.4149536,-1.012756,-0.3209919,0.07867813,-0.01315475
Walkforward6,0.5288381,,-0.06390835,0.05311094,0.2061889,0.1695839,0.06346305,-0.362147,-0.04110255,1.382373,0.1656734,0.3133297,-0.1695596,-0.3902748,0.0008553267,0.2327005,-0.3903493,-0.1922885,0.04120469,-0.02899766
Walkforward6,0.5458264,,-0.06049016,0.05195628,0.1993845,0.1721573,0.06757253,-0.3673913,-0.04547223,1.382789,0.1650137,0.1709094,-0.05773306,-0.3402211,0.12867,0.205474,-0.2622142,-0.218484,0.0207901,-0.03298447
Walkforward6,0.5627741,,-0.05804046,0.05175327,0.1928578,0.1757238,0.07155083,-0.3716745,-0.05002677,1.383023,0.1643219,0.1224851,-0.0101503,-0.3263347,0.1783244,0.1989149,-0.214164,-0.2277272,0.01171827,-0.0345923
Walkforward6,0.5797857,,-0.0635485,0.05317668,0.1824652,0.1735178,0.07479756,-0.3784957,-0.05000727,1.381677,0.1686483,-0.2754018,0.07117037,-0.5196311,-0.1102999,0.1623362,-0.3410593,0.0009749085,-0.06732345,0.2163194
Walkforward6,0.6021952,,-0.07188521,0.05633382,0.167454,0.1684033,0.07915457,-0.3886272,-0.04749222,1.379018,0.1767311,-0.4168354,0.1578573,-0.7505574,-0.2557233,0.2178509,-0.5065754,0.1257524,-0.1329362,0.4041404
Walkforward6,0.61975,,-0.07264935,0.05773694,0.1548419,0.165762,0.08437464,-0.3983948,-0.04049431,1.375842,0.1862847,-0.03820732,0.07015578,-0.6306067,-0.132063,0.2610032,-0.4883781,0.3498957,-0.1587868,0.4776821
Walkforward6,0.6537108,,-0.07087958,0.05906058,0.1327856,0.1673303,0.09412738,-0.4146934,-0.03086993,1.370713,0.2019486,0.08848868,0.06618202,-1.102815,0.0784114,0.4876372,-0.8149326,0.4812191,-0.2564788,0.7831946
Walkforward6,0.6707812,,-0.06890574,0.0592183,0.1223578,0.1708746,0.09885259,-0.4213733,-0.02843322,1.368941,0.2079064,0.09869188,0.007885881,-0.5213924,0.1772173,0.2362605,-0.3339916,0.1218352,-0.08859038,0.2978899
Walkforward6,0.6877952,,-0.0671555,0.05944379,0.1119502,0.1756255,0.1030729,-0.4258032,-0.02934727,1.368567,0.2106399,0.08751228,0.0112744,-0.5203802,0.2375454,0.211018,-0.2214953,-0.04570233,-0.01866221,0.1366764
Walkforward6,0.7047949,,-0.06711937,0.06039314,0.1012906,0.179838,0.1075039,-0.4297651,-0.02913431,1.367113,0.2150947,0.001806021,0.04746746,-0.5329788,0.2106242,0.2215493,-0.1980975,0.01064828,-0.07271767,0.2227403
Walkforward6,0.7218026,,-0.07119508,0.06269491,0.09026606,0.1830121,0.1118106,-0.432115,-0.02592148,1.362742,0.2234558,-0.2037853,0.1150889,-0.5512267,0.1587041,0.2153348,-0.1174957,0.160641,-0.2185404,0.4180543
Walkforward6,0.7387515,,-0.07390564,0.06421898,0.08041716,0.1856576,0.1160997,-0.4338144,-0.02386989,1.359525,0.2295156,-0.1355279,0.07620342,-0.492445,0.1322769,0.2144553,-0.0849694,0.1025795,-0.1608849,0.3029905
Walkforward6,0.7665206,,-0.07411311,0.06370697,0.06805819,0.1878488,0.1230912,-0.4348448,-0.02432778,1.358832,0.2318892,-0.01037344,-0.02560057,-0.6179482,0.1095578,0.3495723,-0.05151778,-0.02289433,-0.03465414,0.1186773
Walkforward6,0.7834706,,-0.07459605,0.06313695,0.05775681,0.1892308,0.1272369,-0.4335739,-0.02460234,1.359433,0.2321974,-0.02414696,-0.02850108,-0.5150692,0.0691019,0.2072874,0.06354302,-0.01372779,0.03008246,0.01540929
Walkforward6,0.8004214,,-0.07511605,0.06273773,0.04756555,0.1907486,0.1314468,-0.4320938,-0.02489768,1.360031,0.2324308,-0.02600029,-0.01996122,-0.5095629,0.07588938,0.2104945,0.07400811,-0.01476733,0.02989173,0.01167208
Walkforward6,0.8173711,,-0.07460491,0.06209961,0.04045204,0.1919322,0.1351856,-0.4280066,-0.02605597,1.360848,0.2312156,0.02555735,-0.03190581,-0.3556753,0.05918145,0.1869373,0.2043605,-0.05791411,0.0408709,-0.06076023
Walkforward6,0.8516871,,-0.07470292,0.06073789,0.0262726,0.1949075,0.141671,-0.4163034,-0.02832677,1.363006,0.2273654,-0.004900619,-0.0680862,-0.7089724,0.1487635,0.3242739,0.5851597,-0.1135401,0.1078546,-0.1925081
Walkforward6,0.8687047,,-0.07523291,0.05993161,0.01884599,0.1966615,0.1445121,-0.4084809,-0.02945839,1.364343,0.224746,-0.02649948,-0.0403136,-0.3713305,0.08770004,0.1420505,0.3911257,-0.05658092,0.06687045,-0.1309715
Walkforward6,0.8856807,,-0.07588212,0.05840849,0.007994719,0.1991826,0.1477643,-0.3966843,-0.03089775,1.366131,0.221338,-0.03246069,-0.0761563,-0.5425634,0.1260556,0.1626134,0.5898267,-0.07196795,0.08940697,-0.1704
Walkforward6,0.9026845,,-0.07653334,0.05716343,-0.002304509,0.2015582,0.1509575,-0.3848417,-0.03222725,1.367827,0.2178695,-0.0325609,-0.06225295,-0.5149614,0.1187801,0.159657,0.5921334,-0.06647511,0.08478165,-0.1734257
Walkforward6,0.925559,,-0.07739791,0.05634266,-0.01216601,0.2034266,0.1526565,-0.3694717,-0.03334269,1.369922,0.2130163,-0.04322827,-0.04103836,-0.4930752,0.09341687,0.08495376,0.7684961,-0.05577207,0.1047611,-0.242658
Walkforward6,0.942509,,-0.07770681,0.05566921,-0.01790625,0.2047693,0.1530524,-0.3571788,-0.03418,1.371402,0.2092156,-0.01544543,-0.03367234,-0.287012,0.06713569,0.0197947,0.6146461,-0.04186537,0.07398725,-0.1900375
Walkforward6,0.9596343,,-0.078322,0.05477211,-0.02426982,0.2060696,0.1527964,-0.343802,-0.03497499,1.372893,0.205392,-0.03075935,-0.04485529,-0.3181784,0.065016,-0.01279935,0.6688386,-0.03974959,0.07457733,-0.1911774
Walkforward6,0.9936689,,-0.07997868,0.05142214,-0.04288601,0.2091011,0.1485347,-0.3081415,-0.03654603,1.376238,0.1971846,-0.08283406,-0.1674984,-0.9308094,0.1515731,-0.2130896,1.783025,-0.07855203,0.1672387,-0.4103705
Walkforward6,1.010619,,-0.08097188,0.04945624,-0.05042076,0.2108117,0.1449728,-0.2904911,-0.03709511,1.377803,0.1931995,-0.04965998,-0.09829514,-0.3767375,0.08553267,-0.1780942,0.8825213,-0.0274539,0.0782311,-0.1992583
Walkforward6,1.02762,,-0.08204097,0.04739545,-0.05648271,0.2125819,0.1408888,-0.2734711,-0.03750101,1.379278,0.1893089,-0.05345456,-0.1030397,-0.3030978,0.08851066,-0.2041996,0.8510023,-0.0202952,0.07378459,-0.1945302
Walkforward6,1.044637,,-0.08312408,0.04556934,-0.06291547,0.2142488,0.1365088,-0.2558329,-0.0378659,1.380647,0.185568,-0.05415529,-0.09130538,-0.321638,0.08334443,-0.2189986,0.8819103,-0.01824442,0.06844401,-0.1870438
Walkforward6,1.061636,,-0.08419034,0.04387779,-0.06954359,0.215724,0.13224,-0.2378131,-0.03819255,1.381918,0.1819065,-0.053313,-0.08457731,-0.3314056,0.07376075,-0.213442,0.9009891,-0.0163326,0.06352663,-0.1830734
Walkforward6,1.08478,,-0.08592955,0.04105516,-0.08137066,0.2184331,0.1246476,-0.2063819,-0.03889212,1.383591,0.1767576,-0.08696057,-0.1411317,-0.5913537,0.135453,-0.3796183,1.57156,-0.03497824,0.0836432,-0.2574444
Walkforward6,1.101731,,-0.08720025,0.03892106,-0.09031002,0.2200799,0.1196235,-0.182461,-0.03936052,1.384682,0.1730789,-0.0635352,-0.106705,-0.4469682,0.08234009,-0.2512049,1.196045,-0.02342016,0.05457401,-0.1839355
Walkforward6,1.118679,,-0.08849791,0.03672307,-0.09634687,0.220722,0.115301,-0.1658838,-0.03948075,1.385663,0.1704528,-0.06488264,-0.1098994,-0.3018424,0.03210828,-0.2161257,0.82886,-0.006011315,0.04906654,-0.1313075
Walkforward6,1.152579,,-0.09133275,0.03214006,-0.1105537,0.2235457,0.1066852,-0.1231577,-0.03955209,1.387029,0.1652819,-0.1417421,-0.2291504,-0.7103413,0.141184,-0.4307915,2.136307,-0.003567338,0.06828308,-0.2585419
Walkforward6,1.169528,,-0.09259834,0.0296067,-0.1187608,0.2243344,0.102337,-0.102887,-0.03954882,1.38777,0.1633227,-0.06327964,-0.1266679,-0.4103556,0.0394322,-0.2174102,1.013532,0.0001635402,0.03703833,-0.09796247
Walkforward6,1.186601,,-0.09338677,0.02566192,-0.131199,0.2258131,0.09506381,-0.07966561,-0.04027169,1.389264,0.1614699,-0.03942139,-0.197239,-0.6219089,0.07393435,-0.3636573,1.161071,-0.03614351,0.07471442,-0.09263828
Walkforward6,1.20359,,-0.09397424,0.02245928,-0.1421799,0.2270496,0.08870664,-0.05662969,-0.04155082,1.390706,0.1589957,-0.02937354,-0.1601321,-0.5490452,0.06182939,-0.3178585,1.151796,-0.06395634,0.07208586,-0.1237132
Walkforward6,1.220565,,-0.09410112,0.0204445,-0.1476566,0.2287568,0.08266163,-0.03589974,-0.04503687,1.392377,0.1541996,-0.006343797,-0.1007388,-0.2738379,0.08535832,-0.3022507,1.036497,-0.1743024,0.08357167,-0.2398051
Walkforward6,1.24416,,-0.0946408,0.01807413,-0.1562181,0.2304212,0.07611993,-0.008054313,-0.04877608,1.394175,0.1490594,-0.02698414,-0.1185188,-0.4280746,0.08321702,-0.327085,1.392272,-0.1869604,0.08987188,-0.2570078
Walkforward6,1.261561,,-0.09535649,0.01658759,-0.1633606,0.2310753,0.07274342,0.01146096,-0.05058564,1.395127,0.1466297,-0.03578439,-0.0743269,-0.3571235,0.03270805,-0.1688253,0.9757636,-0.09047799,0.04763603,-0.1214869
Walkforward6,1.278508,,-0.09723817,0.0153253,-0.1697145,0.2305333,0.06993769,0.02910133,-0.0504368,1.395628,0.1457538,-0.09408407,-0.06311434,-0.317692,-0.0271,-0.1402866,0.8820184,0.00744164,0.02502203,-0.04379302
Walkforward6,1.312502,,-0.1025404,0.01338789,-0.1830541,0.2277613,0.06474491,0.06454491,-0.04810316,1.396203,0.146191,-0.2651092,-0.0968705,-0.6669819,-0.1386024,-0.259639,1.772179,0.1166822,0.02875328,0.02186
Walkforward6,1.329509,,-0.105445,0.01284469,-0.1906892,0.2257517,0.06237676,0.08328664,-0.04661357,1.396417,0.1471803,-0.1452342,-0.0271603,-0.3817536,-0.100477,-0.1184076,0.9370863,0.07447954,0.01068711,0.04946664
Walkforward6,1.346475,,-0.1082302,0.01274636,-0.1964379,0.2239333,0.06070529,0.09729648,-0.04538753,1.396615,0.1481766,-0.1392577,-0.004916592,-0.2874374,-0.09092018,-0.08357335,0.7004924,0.06130189,0.009918213,0.04981384
Walkforward6,1.363497,,-0.1109582,0.01281172,-0.2016643,0.2220109,0.0596897,0.1099484,-0.04422829,1.396778,0.1491877,-0.1364011,0.003268104,-0.2613217,-0.09612367,-0.05077943,0.6325983,0.05796179,0.008124113,0.05055368
Walkforward6,1.380502,,-0.1164955,0.01263471,-0.2105819,0.218065,0.05996031,0.1218737,-0.04227694,1.396691,0.1507991,-0.2768658,-0.008850638,-0.44588,-0.1972944,0.01353007,0.5962629,0.09756777,-0.004315376,0.08056909
Walkforward6,1.404052,,-0.124442,0.01319143,-0.2232739,0.2124823,0.06058348,0.1369333,-0.03946518,1.396439,0.1531688,-0.3973261,0.02783616,-0.6345958,-0.2791338,0.03115889,0.7529773,0.140588,-0.01260042,0.1184851
Walkforward6,1.421001,,-0.1286927,0.01449662,-0.2295771,0.2090275,0.05972931,0.1436637,-0.03782771,1.396433,0.1546606,-0.2125349,0.06525978,-0.3151603,-0.1727417,-0.04270878,0.3365234,0.0818735,-0.0003159046,0.07459074
Walkforward6,1.438439,,-0.1329827,0.01612685,-0.2355817,0.2053901,0.05905258,0.1495667,-0.03616535,1.396394,0.1559993,-0.2145,0.08151121,-0.3002308,-0.1818672,-0.03383625,0.295151,0.08311812,-0.001949072,0.06693676
Walkforward6,1.472462,,-0.1419074,0.02020727,-0.2449574,0.1979975,0.05796615,0.15565,-0.03294772,1.396218,0.1573862,-0.4462309,0.2040212,-0.4687838,-0.3696322,-0.05432144,0.3041625,0.1608815,-0.008797646,0.06934553
Walkforward6,1.489461,,-0.1476493,0.02244855,-0.2494251,0.1940254,0.05850372,0.1563643,-0.03119599,1.395872,0.157427,-0.2870955,0.1120639,-0.2233855,-0.1986027,0.02687853,0.03571361,0.08758651,-0.01727939,0.002036989
Walkforward6,1.506409,,-0.1531579,0.0245573,-0.2535866,0.1908445,0.05898761,0.1558163,-0.02949037,1.395596,0.1572821,-0.2754331,0.1054376,-0.2080761,-0.1590475,0.02419446,-0.02739802,0.08528084,-0.01379848,-0.0072442
Walkforward6,1.523438,,-0.1582312,0.02629811,-0.257364,0.1888903,0.05942497,0.153246,-0.02785986,1.395452,0.1568215,-0.253664,0.08704039,-0.1888707,-0.09770691,0.02186783,-0.1285166,0.08152547,-0.007200241,-0.02302751
Walkforward6,1.540456,,-0.1636033,0.02843854,-0.2624071,0.1864193,0.05974519,0.1498211,-0.02599713,1.395343,0.1563803,-0.2686031,0.1070216,-0.252156,-0.1235515,0.01601111,-0.1712441,0.09313664,-0.005471706,-0.02206191
Walkforward6,1.562687,,-0.1710339,0.03192087,-0.2713498,0.1826055,0.06003422,0.1438066,-0.02318645,1.395263,0.1558342,-0.3715292,0.1741161,-0.4471332,-0.1906887,0.01445133,-0.3007241,0.1405336,-0.004017353,-0.02730638
Walkforward6,1.579638,,-0.1764474,0.03359669,-0.2789493,0.1795588,0.06279517,0.1376766,-0.01980258,1.394256,0.1579702,-0.2706788,0.08379128,-0.3799766,-0.1523361,0.1380475,-0.3065005,0.1691937,-0.05030632,0.1068033
Walkforward6,1.613537,,-0.1841365,0.03733389,-0.2930722,0.1736383,0.06986572,0.1245149,-0.01423469,1.39135,0.1642407,-0.3844507,0.1868598,-0.7061422,-0.2960227,0.3535275,-0.6580833,0.2783946,-0.1453102,0.3135242
Walkforward6,1.630485,,-0.1857213,0.03980909,-0.2989006,0.1708287,0.07302587,0.1179999,-0.01297394,1.389746,0.1676866,-0.07924363,0.1237603,-0.2914235,-0.1404822,0.1580078,-0.3257502,0.0630376,-0.08020401,0.1722939
Walkforward6,1.647436,,-0.1883007,0.04294263,-0.3038898,0.1680749,0.07497619,0.1120217,-0.0109174,1.388545,0.170232,-0.128971,0.156677,-0.2494559,-0.1376897,0.09751581,-0.2989091,0.1028268,-0.06004572,0.1272693
Walkforward6,1.664427,,-0.1911184,0.0462726,-0.308668,0.1653466,0.07685181,0.1061616,-0.008699065,1.387401,0.1725951,-0.1408823,0.1664985,-0.2389103,-0.1364142,0.0937812,-0.2930064,0.1109167,-0.05723238,0.118155
Walkforward6,1.681402,,-0.1956014,0.04979901,-0.3134182,0.1620994,0.07841101,0.0976036,-0.005493427,1.386433,0.1755323,-0.2241522,0.1763206,-0.2375126,-0.1623616,0.07795952,-0.4279006,0.1602819,-0.04839301,0.1468599
Walkforward6,1.698394,,-0.2003227,0.05342891,-0.3181351,0.158645,0.08021674,0.08871973,-0.002130702,1.385446,0.1785478,-0.2360642,0.181495,-0.2358451,-0.1727201,0.09028651,-0.4441936,0.1681362,-0.04934669,0.1507744
Walkforward6,1.720747,,-0.2039985,0.0572983,-0.3218791,0.1559042,0.08098347,0.0783927,0.0008190462,1.384396,0.181967,-0.1837887,0.1934692,-0.1872018,-0.1370378,0.03833696,-0.5163517,0.1474874,-0.05251169,0.170961
Walkforward6,1.738389,,-0.2063552,0.0604803,-0.3243978,0.1540411,0.08151679,0.07038184,0.002833859,1.383664,0.1843084,-0.1178332,0.1591003,-0.1259312,-0.09315759,0.026666,-0.4005432,0.1007407,-0.03659129,0.1170695
Walkforward6,1.772376,,-0.2088712,0.067277,-0.3271305,0.1516687,0.08204445,0.05531806,0.005507253,1.382823,0.1870162,-0.1258031,0.3398348,-0.1366362,-0.1186207,0.02638288,-0.7531889,0.1336697,-0.04202127,0.135389
